timestamp,warehouseid,itemtype,itemid,regionid,currentstock
2023-01-18,5,product,31,3,133
2023-01-18,5,row,43,1,188
2023-01-19,1,row,12,1,228
2023-01-19,2,row,19,3,110
2023-01-19,2,product,48,3,169
2023-01-19,2,product,50,3,102
2023-01-19,3,row,27,4,60
2023-01-19,3,row,39,3,179
2023-01-19,3,product,42,3,63
2023-01-19,4,row,5,2,110
2023-01-19,4,row,32,3,200
2023-01-19,4,row,44,4,84
2023-01-19,5,product,11,1,208
2023-01-19,5,row,26,1,175
2023-01-19,5,product,43,3,187
2023-01-19,5,product,47,4,123
2023-01-20,1,row,14,3,249
2023-01-20,1,product,17,1,69
2023-01-20,1,row,27,4,43
2023-01-20,2,row,33,3,118
2023-01-20,2,row,36,3,127
2023-01-20,2,product,45,2,169
2023-01-20,3,product,34,3,207
2023-01-20,4,row,27,2,57
2023-01-20,4,row,34,4,179
2023-01-20,4,row,47,2,160
2023-01-20,4,product,48,3,200
2023-01-20,5,row,9,3,136
2023-01-20,5,row,24,1,166
2023-01-20,5,product,29,4,118
2023-01-21,1,row,5,2,120
2023-01-21,1,row,6,4,52
2023-01-21,1,row,31,3,112
2023-01-21,1,product,39,4,112
2023-01-21,1,row,43,3,150
2023-01-21,2,row,1,3,173
2023-01-21,2,product,31,2,95
2023-01-21,3,product,23,2,79
2023-01-21,4,row,13,1,157
2023-01-21,4,product,45,1,220
2023-01-21,4,product,49,2,42
2023-01-21,5,row,12,1,184
2023-01-21,5,row,18,4,100
2023-01-21,5,product,29,1,168
2023-01-22,1,product,12,1,196
2023-01-22,1,row,22,2,103
2023-01-22,1,row,36,1,169
2023-01-22,1,row,43,2,114
2023-01-22,1,row,45,1,224
2023-01-22,2,row,11,1,205
2023-01-22,2,row,11,3,191
2023-01-22,2,product,31,4,82
2023-01-22,2,product,43,1,163
2023-01-22,3,product,28,1,126
2023-01-22,3,product,36,2,126
2023-01-22,4,row,35,4,49
2023-01-22,5,row,15,4,177
2023-01-22,5,product,47,3,178
2023-01-23,1,product,3,1,75
2023-01-23,1,row,27,2,58
2023-01-23,1,row,32,4,164
2023-01-23,2,row,24,1,195
2023-01-23,2,row,31,4,85
2023-01-23,2,row,39,4,140
2023-01-23,3,row,4,1,212
2023-01-23,3,row,25,3,107
2023-01-23,3,row,28,1,159
2023-01-23,3,product,35,3,80
2023-01-23,4,row,2,2,144
2023-01-23,4,product,39,3,176
2023-01-23,5,product,15,1,301
2023-01-23,5,row,29,4,119
2023-01-24,1,row,4,1,187
2023-01-24,2,row,7,4,132
2023-01-24,2,row,9,2,117
2023-01-24,2,row,15,3,206
2023-01-24,2,row,24,3,159
2023-01-24,2,row,38,4,160
2023-01-24,3,row,6,3,90
2023-01-24,3,row,21,1,88
2023-01-24,3,row,35,4,75
2023-01-24,3,row,37,1,85
2023-01-24,4,row,9,1,202
2023-01-24,4,row,15,4,176
2023-01-24,4,product,38,2,191
2023-01-24,5,product,42,1,82
2023-01-25,1,row,40,2,98
2023-01-25,2,product,4,4,148
2023-01-25,2,product,11,1,258
2023-01-25,2,row,19,1,127
2023-01-25,2,product,38,1,261
2023-01-25,2,row,45,4,176
2023-01-25,3,row,28,1,112
2023-01-25,3,product,44,4,90
2023-01-25,4,row,2,2,143
2023-01-25,4,row,17,3,68
2023-01-25,4,row,21,2,81
2023-01-25,4,row,21,3,100
2023-01-25,5,row,10,3,188
2023-01-25,5,product,24,4,122
2023-01-26,1,row,10,1,183
2023-01-26,1,row,25,1,120
2023-01-26,1,product,49,2,60
2023-01-26,1,row,50,1,110
2023-01-26,2,product,5,1,159
2023-01-26,2,product,22,3,165
2023-01-26,3,product,8,2,173
2023-01-26,3,row,10,3,184
2023-01-26,4,product,20,3,223
2023-01-26,4,product,45,1,236
2023-01-26,5,product,9,1,165
2023-01-26,5,row,12,2,147
2023-01-26,5,row,38,1,277
2023-01-26,5,product,46,3,167
2023-01-27,1,product,12,2,169
2023-01-27,1,row,24,2,141
2023-01-27,1,row,35,2,72
2023-01-27,1,row,38,4,188
2023-01-27,2,row,1,2,148
2023-01-27,2,row,21,1,85
2023-01-27,2,product,30,2,114
2023-01-27,2,product,33,1,124
2023-01-27,3,product,3,2,66
2023-01-27,3,product,24,1,196
2023-01-27,3,row,40,2,103
2023-01-27,4,row,32,1,276
2023-01-27,4,product,37,4,60
2023-01-27,4,row,42,4,44
2023-01-28,1,row,40,3,121
2023-01-28,2,product,5,2,124
2023-01-28,2,row,13,4,127
2023-01-28,2,row,18,4,115
2023-01-28,2,row,28,2,106
2023-01-28,2,row,28,1,113
2023-01-28,2,product,44,3,132
2023-01-28,3,row,12,4,119
2023-01-28,3,row,24,1,164
2023-01-28,5,product,1,4,135
2023-01-28,5,row,17,3,63
2023-01-28,5,product,41,4,51
2023-01-28,5,product,47,4,108
2023-01-28,5,product,50,1,79
2023-01-29,1,product,2,4,115
2023-01-29,1,row,16,2,97
2023-01-29,2,row,29,4,123
2023-01-29,2,row,32,1,208
2023-01-29,2,product,43,3,162
2023-01-29,2,product,45,1,217
2023-01-29,3,product,1,4,138
2023-01-29,3,product,3,1,85
2023-01-29,3,row,16,3,121
2023-01-29,3,row,29,3,159
2023-01-29,3,product,39,2,94
2023-01-29,4,product,6,4,56
2023-01-29,4,product,39,1,193
2023-01-29,5,product,49,4,44
2023-01-30,1,product,15,4,199
2023-01-30,1,product,25,2,93
2023-01-30,1,row,26,2,117
2023-01-30,1,product,42,4,52
2023-01-30,2,row,44,2,108
2023-01-30,2,row,49,1,82
2023-01-30,3,row,2,4,133
2023-01-30,3,product,26,1,168
2023-01-30,3,product,36,2,128
2023-01-30,4,product,16,2,126
2023-01-30,4,row,46,4,114
2023-01-30,5,product,16,3,133
2023-01-30,5,product,22,4,120
2023-01-30,5,row,37,3,90
2023-01-31,1,row,33,2,103
2023-01-31,1,product,45,2,197
2023-01-31,2,product,3,2,65
2023-01-31,2,row,24,2,144
2023-01-31,2,product,39,4,111
2023-01-31,2,row,48,2,150
2023-01-31,3,row,2,2,148
2023-01-31,3,product,28,1,138
2023-01-31,3,row,33,2,108
2023-01-31,4,row,11,4,166
2023-01-31,4,row,15,3,233
2023-01-31,5,product,24,2,144
2023-01-31,5,product,46,2,127
2023-01-31,5,product,47,3,193
2023-02-01,1,row,19,1,144
2023-02-01,1,row,23,1,111
2023-02-01,1,row,44,3,138
2023-02-01,1,row,46,3,174
2023-02-01,2,product,15,2,168
2023-02-01,2,product,18,4,140
2023-02-01,2,row,39,2,142
2023-02-01,3,product,2,2,148
2023-02-01,3,product,15,2,193
2023-02-01,3,row,22,2,140
2023-02-01,3,row,37,3,92
2023-02-01,3,product,46,2,143
2023-02-01,3,product,46,1,218
2023-02-01,5,product,34,2,175
2023-02-02,1,row,15,3,246
2023-02-02,1,product,36,3,160
2023-02-02,1,product,48,2,150
2023-02-02,2,product,12,2,153
2023-02-02,2,row,15,2,217
2023-02-02,2,row,47,1,196
2023-02-02,3,product,8,1,207
2023-02-02,3,product,39,1,174
2023-02-02,3,row,46,2,135
2023-02-02,3,row,48,4,142
2023-02-02,4,row,1,4,171
2023-02-02,4,product,30,4,99
2023-02-02,5,row,41,1,82
2023-02-02,5,product,44,2,115
2023-02-03,2,row,33,2,111
2023-02-03,2,row,34,3,245
2023-02-03,2,row,42,4,56
2023-02-03,2,product,48,4,154
2023-02-03,3,row,24,2,169
2023-02-03,4,product,38,4,176
2023-02-03,4,row,40,3,176
2023-02-03,4,product,44,3,125
2023-02-03,4,product,46,4,123
2023-02-03,4,product,48,4,158
2023-02-03,5,row,10,4,130
2023-02-03,5,product,19,1,130
2023-02-03,5,row,20,4,183
2023-02-03,5,product,21,4,67
2023-02-04,1,product,10,1,176
2023-02-04,1,row,10,4,116
2023-02-04,1,product,14,1,220
2023-02-04,2,product,6,2,72
2023-02-04,2,product,23,3,74
2023-02-04,3,row,4,2,171
2023-02-04,3,product,19,2,69
2023-02-04,3,product,41,2,48
2023-02-04,4,row,29,3,171
2023-02-04,4,row,36,4,120
2023-02-04,4,product,46,3,162
2023-02-04,5,row,19,2,68
2023-02-04,5,row,20,3,196
2023-02-04,5,row,37,1,78
2023-02-05,1,row,12,3,179
2023-02-05,1,product,24,1,178
2023-02-05,1,row,30,2,121
2023-02-05,2,product,21,1,92
2023-02-05,2,product,26,4,93
2023-02-05,2,product,44,4,89
2023-02-05,3,row,36,3,128
2023-02-05,3,product,39,2,140
2023-02-05,3,row,47,4,119
2023-02-05,4,row,33,4,85
2023-02-05,5,row,13,3,173
2023-02-05,5,row,15,4,162
2023-02-05,5,product,38,3,194
2023-02-05,5,product,45,2,167
2023-02-06,1,row,1,3,165
2023-02-06,1,row,13,3,216
2023-02-06,1,product,25,2,126
2023-02-06,1,product,45,1,283
2023-02-06,2,product,1,3,182
2023-02-06,2,row,4,4,140
2023-02-06,2,row,16,4,92
2023-02-06,2,row,29,2,160
2023-02-06,2,row,44,2,96
2023-02-06,2,row,50,1,127
2023-02-06,3,product,11,4,126
2023-02-06,4,row,30,1,141
2023-02-06,5,product,28,4,102
2023-02-06,5,product,34,4,168
2023-02-07,1,row,13,4,135
2023-02-07,1,product,23,1,90
2023-02-07,1,product,29,4,142
2023-02-07,1,product,43,2,150
2023-02-07,1,row,44,2,135
2023-02-07,2,row,7,4,140
2023-02-07,2,product,36,1,176
2023-02-07,2,product,36,3,155
2023-02-07,2,row,38,1,212
2023-02-07,3,product,14,4,152
2023-02-07,3,row,20,2,215
2023-02-07,4,row,36,1,181
2023-02-07,5,row,26,3,127
2023-02-07,5,row,48,3,214
2023-02-08,2,row,3,4,57
2023-02-08,2,row,35,4,62
2023-02-08,2,product,49,2,67
2023-02-08,3,product,23,1,106
2023-02-08,3,row,33,3,155
2023-02-08,3,product,42,3,75
2023-02-08,3,product,48,3,225
2023-02-08,4,row,14,4,156
2023-02-08,4,row,27,4,64
2023-02-08,4,product,38,3,225
2023-02-08,4,product,49,3,77
2023-02-08,5,product,15,1,213
2023-02-08,5,product,24,1,192
2023-02-08,5,row,35,4,54
2023-02-09,1,row,27,4,67
2023-02-09,1,row,35,3,93
2023-02-09,1,row,42,1,84
2023-02-09,2,product,29,4,166
2023-02-09,3,product,9,2,126
2023-02-09,3,product,14,4,204
2023-02-09,3,product,48,1,217
2023-02-09,4,row,3,2,52
2023-02-09,4,product,7,2,163
2023-02-09,4,row,39,2,128
2023-02-09,5,product,15,1,292
2023-02-09,5,product,19,4,76
2023-02-09,5,row,23,1,92
2023-02-09,5,product,49,4,50
2023-02-10,1,product,17,1,73
2023-02-10,1,product,35,3,93
2023-02-10,1,row,45,1,291
2023-02-10,2,row,9,2,131
2023-02-10,2,product,25,1,142
2023-02-10,3,product,14,1,262
2023-02-10,3,product,24,2,158
2023-02-10,3,row,26,4,93
2023-02-10,3,row,31,2,112
2023-02-10,3,product,40,1,134
2023-02-10,3,product,49,3,81
2023-02-10,4,row,14,4,149
2023-02-10,4,row,21,1,100
2023-02-10,5,product,29,3,222
2023-02-11,1,row,11,4,151
2023-02-11,1,row,14,3,238
2023-02-11,1,row,27,3,80
2023-02-11,1,product,29,4,149
2023-02-11,2,row,11,2,140
2023-02-11,2,product,29,4,151
2023-02-11,2,product,32,3,245
2023-02-11,3,row,8,4,167
2023-02-11,3,row,32,1,185
2023-02-11,3,row,41,1,84
2023-02-11,5,product,3,2,72
2023-02-11,5,row,10,2,132
2023-02-11,5,product,40,2,122
2023-02-11,5,row,42,3,65
2023-02-12,1,product,29,3,199
2023-02-12,1,product,34,2,163
2023-02-12,1,row,39,4,113
2023-02-12,2,product,17,4,44
2023-02-12,2,product,41,3,67
2023-02-12,4,row,17,3,62
2023-02-12,4,product,19,2,85
2023-02-12,4,product,35,4,62
2023-02-12,4,row,46,1,163
2023-02-12,5,product,3,3,74
2023-02-12,5,product,7,1,224
2023-02-12,5,product,18,1,172
2023-02-12,5,product,25,1,124
2023-02-12,5,product,33,3,125
2023-02-13,1,row,27,1,103
2023-02-13,2,product,2,2,152
2023-02-13,2,product,11,4,164
2023-02-13,2,row,12,1,223
2023-02-13,2,product,39,1,247
2023-02-13,3,row,37,2,76
2023-02-13,3,row,37,3,82
2023-02-13,3,row,39,1,176
2023-02-13,4,product,6,1,104
2023-02-13,4,product,19,4,89
2023-02-13,4,product,36,3,160
2023-02-13,4,product,43,1,214
2023-02-13,4,row,50,1,106
2023-02-13,5,product,46,2,135
2023-02-14,1,row,25,3,139
2023-02-14,1,row,30,1,135
2023-02-14,2,product,25,2,117
2023-02-14,2,product,35,4,68
2023-02-14,2,product,42,3,70
2023-02-14,3,row,41,3,79
2023-02-14,3,row,50,1,140
2023-02-14,4,row,24,1,168
2023-02-14,4,product,26,1,151
2023-02-14,4,product,39,4,132
2023-02-14,4,product,47,3,207
2023-02-14,5,product,11,3,237
2023-02-14,5,product,34,4,205
2023-02-14,5,product,36,4,138
2023-02-15,1,row,22,3,130
2023-02-15,1,row,23,2,65
2023-02-15,2,product,2,2,130
2023-02-15,2,product,15,4,191
2023-02-15,2,product,23,3,93
2023-02-15,2,row,31,4,121
2023-02-15,3,row,29,4,149
2023-02-15,3,row,34,3,199
2023-02-15,4,product,8,3,222
2023-02-15,4,product,40,2,107
2023-02-15,5,product,21,3,84
2023-02-15,5,product,22,4,104
2023-02-15,5,row,26,3,130
2023-02-15,5,row,36,3,136
2023-02-16,1,row,4,1,201
2023-02-16,1,row,18,3,150
2023-02-16,1,product,22,4,104
2023-02-16,2,product,23,2,74
2023-02-16,2,product,46,2,146
2023-02-16,3,product,1,3,227
2023-02-16,3,row,33,4,96
2023-02-16,3,product,34,1,246
2023-02-16,3,row,38,3,265
2023-02-16,3,product,42,4,48
2023-02-16,4,product,4,3,191
2023-02-16,4,row,18,3,191
2023-02-16,4,product,24,2,127
2023-02-16,4,row,40,3,121
2023-02-17,1,product,2,4,131
2023-02-17,1,row,7,1,272
2023-02-17,1,product,13,3,206
2023-02-17,1,row,17,3,73
2023-02-17,1,row,23,1,96
2023-02-17,1,row,34,3,272
2023-02-17,1,row,38,4,176
2023-02-17,2,row,23,4,73
2023-02-17,3,row,13,4,140
2023-02-17,3,row,18,3,195
2023-02-17,3,row,24,3,181
2023-02-17,4,row,17,2,65
2023-02-17,5,row,8,3,214
2023-02-17,5,row,31,4,114
2023-02-18,1,row,9,1,176
2023-02-18,1,row,12,2,138
2023-02-18,1,product,21,4,69
2023-02-18,1,row,45,2,191
2023-02-18,2,product,29,1,190
2023-02-18,3,product,13,1,190
2023-02-18,3,product,21,2,79
2023-02-18,4,product,4,1,205
2023-02-18,4,row,14,2,183
2023-02-18,4,row,50,4,66
2023-02-18,5,row,1,1,181
2023-02-18,5,product,21,3,72
2023-02-18,5,product,38,4,172
2023-02-18,5,row,43,4,150
2023-02-19,1,product,31,4,102
2023-02-19,1,row,48,3,219
2023-02-19,2,product,15,2,183
2023-02-19,2,product,31,1,163
2023-02-19,2,row,44,1,117
2023-02-19,3,product,22,4,89
2023-02-19,4,product,8,1,195
2023-02-19,4,row,20,1,260
2023-02-19,4,row,36,1,179
2023-02-19,4,row,41,2,68
2023-02-19,5,row,17,3,55
2023-02-19,5,row,42,1,70
2023-02-19,5,row,43,2,156
2023-02-19,5,product,44,4,107
2023-02-20,1,row,26,3,154
2023-02-20,1,product,48,3,255
2023-02-20,1,row,50,2,89
2023-02-20,2,row,10,2,178
2023-02-20,2,row,44,2,111
2023-02-20,2,row,48,3,237
2023-02-20,3,row,4,2,179
2023-02-20,3,product,31,4,96
2023-02-20,4,product,13,1,242
2023-02-20,4,row,26,1,153
2023-02-20,4,row,49,4,56
2023-02-20,5,product,11,4,143
2023-02-20,5,product,18,3,157
2023-02-20,5,product,50,4,89
2023-02-21,1,row,26,3,116
2023-02-21,1,row,34,3,235
2023-02-21,2,product,35,1,106
2023-02-21,2,row,42,2,72
2023-02-21,2,product,44,4,122
2023-02-21,3,product,28,4,96
2023-02-21,3,row,29,3,213
2023-02-21,3,product,44,2,110
2023-02-21,3,row,47,3,179
2023-02-21,4,product,27,3,85
2023-02-21,4,row,47,2,167
2023-02-21,5,product,24,3,189
2023-02-21,5,row,35,4,75
2023-02-21,5,product,46,1,188
2023-02-22,1,product,15,4,192
2023-02-22,1,product,21,4,66
2023-02-22,2,product,1,3,229
2023-02-22,3,product,9,4,132
2023-02-22,3,row,11,4,142
2023-02-22,3,row,15,4,161
2023-02-22,3,row,28,2,113
2023-02-22,4,row,7,2,191
2023-02-22,4,product,12,3,194
2023-02-22,4,row,25,3,140
2023-02-22,4,product,32,4,172
2023-02-22,4,row,35,1,90
2023-02-22,4,product,36,1,182
2023-02-22,5,row,45,3,211
2023-02-23,1,row,26,3,162
2023-02-23,1,product,43,2,126
2023-02-23,1,product,50,2,97
2023-02-23,2,row,14,2,209
2023-02-23,2,row,42,3,86
2023-02-23,3,product,4,1,217
2023-02-23,3,row,24,4,161
2023-02-23,3,product,33,4,109
2023-02-23,3,row,44,4,109
2023-02-23,4,product,20,3,272
2023-02-23,5,product,2,1,195
2023-02-23,5,row,31,3,158
2023-02-23,5,row,42,1,91
2023-02-23,5,row,48,3,226
2023-02-24,1,product,1,1,217
2023-02-24,1,row,16,4,88
2023-02-24,2,product,6,2,79
2023-02-24,2,product,8,4,177
2023-02-24,2,product,23,3,105
2023-02-24,2,row,40,2,126
2023-02-24,3,row,12,1,235
2023-02-24,4,row,5,3,139
2023-02-24,4,product,20,2,226
2023-02-24,4,row,42,3,82
2023-02-24,5,row,4,4,171
2023-02-24,5,row,4,3,205
2023-02-24,5,row,18,1,231
2023-02-24,5,row,42,3,89
2023-02-25,1,row,8,1,251
2023-02-25,1,product,12,4,128
2023-02-25,1,product,16,4,88
2023-02-25,1,row,21,3,92
2023-02-25,1,product,24,3,176
2023-02-25,1,product,33,1,131
2023-02-25,1,row,49,4,54
2023-02-25,2,product,4,2,140
2023-02-25,2,row,27,2,59
2023-02-25,2,row,38,3,206
2023-02-25,3,product,4,1,200
2023-02-25,5,row,3,2,62
2023-02-25,5,product,6,3,107
2023-02-25,5,product,41,2,64
2023-02-26,1,product,30,2,106
2023-02-26,1,row,42,1,81
2023-02-26,2,row,7,4,137
2023-02-26,2,row,16,3,141
2023-02-26,2,product,17,4,51
2023-02-26,2,row,22,2,95
2023-02-26,2,row,47,2,119
2023-02-26,3,row,1,1,222
2023-02-26,3,row,18,3,165
2023-02-26,4,product,28,3,119
2023-02-26,4,product,31,1,177
2023-02-26,5,row,18,3,171
2023-02-26,5,row,36,1,157
2023-02-26,5,product,40,4,84
2023-02-27,1,product,14,2,206
2023-02-27,1,row,45,2,207
2023-02-27,2,product,9,3,180
2023-02-27,2,product,20,4,182
2023-02-27,4,row,16,4,114
2023-02-27,4,row,21,3,85
2023-02-27,4,product,28,1,159
2023-02-27,4,row,30,1,154
2023-02-27,4,row,44,3,140
2023-02-27,5,row,23,4,63
2023-02-27,5,product,26,3,166
2023-02-27,5,product,35,3,101
2023-02-27,5,product,42,4,54
2023-02-27,5,product,42,4,60
2023-02-28,1,row,16,4,99
2023-02-28,1,product,35,4,67
2023-02-28,2,row,24,1,186
2023-02-28,2,row,26,1,158
2023-02-28,2,row,32,3,236
2023-02-28,3,row,27,4,59
2023-02-28,4,row,7,4,158
2023-02-28,4,product,14,1,294
